DESCRIPTIONID	DESCRIPTIONSTATUS	CONCEPTID	TERM	INITIALCAPITALSTATUS	DESCRIPTIONTYPE	LANGUAGECODE
703241012	0	118961005	Introduction to urinary tract (procedure)	0	3	en
703283019	0	118965001	Musculoskeletal system subdivision (body structure)	0	3	en
703294015	0	118966000	Skeletal system subdivision (body structure)	0	3	en
703319010	0	306867005	Periarticular bone structure of lower limb (body structure)	0	3	en
703322012	0	118969007	Respiratory system subdivision (body structure)	0	3	en
703346017	0	118971007	Digestive system subdivision (body structure)	0	3	en
703357010	0	118972000	Urinary system subdivision (body structure)	0	3	en
703367017	0	118973005	Genitourinary system subdivision (body structure)	0	3	en
703378013	0	118974004	Female genital system subdivision (body structure)	0	3	en
703416019	0	306954006	Regional vascular structure (body structure)	0	3	en
703417011	0	306955007	Vascular structure of trunk (body structure)	0	3	en
704120018	1	307580006	Recent asthma management (procedure)	0	3	en
704394012	0	307824009	Administrative statuses (finding)	0	3	en
705032012	0	308489006	Pathological process (qualifier value)	0	3	en
705043016	1	308499001	Amputation - lesion (morphologic abnormality)	0	3	en
705045011	0	308501009	Asthma monitoring status (finding)	0	3	en
705046012	0	308502002	Hypertension monitoring status (finding)	0	3	en
705086016	0	308537004	Monitoring status (finding)	0	3	en
705101013	0	308551004	Gestational hypertension (disorder)	0	3	en
705231012	0	308734009	Artery of trunk (body structure)	0	3	en
705339012	0	119186007	Bone part (body structure)	0	3	en
705378011	0	119190009	Femur part (body structure)	0	3	en
705418016	0	119194000	Joint part (body structure)	0	3	en
705419012	0	308910008	Reference documentation (qualifier value)	0	3	en
705422014	0	308913005	Services, facilities and utilities (qualifier value)	0	3	en
705425011	1	308916002	Environments and geographical locations	0	3	en
705444016	0	119198002	Tracheobronchial tree part (body structure)	0	3	en
705445015	0	119199005	Lung part (body structure)	0	3	en
705460017	0	119201007	Cardiovascular organ part (body structure)	0	3	en
705465010	0	119202000	Heart part (body structure)	0	3	en
705474012	0	119203005	Aorta part (body structure)	0	3	en
705488011	0	119205003	Arterial part (body structure)	0	3	en
705493014	0	119206002	Blood vessel part (body structure)	0	3	en
705514016	0	309049000	Lesion sample (specimen)	0	3	en
705515015	0	309050000	Body substance sample (specimen)	0	3	en
705516019	0	309051001	Body fluid sample (specimen)	0	3	en
705540010	0	309072003	Soft tissue sample (specimen)	0	3	en
705568014	0	119214008	Large intestine part (body structure)	0	3	en
705572013	0	309104000	Musculoskeletal sample (specimen)	0	3	en
705594017	0	309124001	Joint biopsy sample (specimen)	0	3	en
705595016	0	309125000	Joint sample (specimen)	0	3	en
705606019	0	119218006	Pancreas part (body structure)	0	3	en
705635010	0	119221008	Bladder part (body structure)	0	3	en
705640019	0	309165001	Ear sample (specimen)	0	3	en
705644011	0	309168004	Upper respiratory tissue sample (specimen)	0	3	en
705925018	0	119253004	Upper aerodigestive tract structure (body structure)	0	3	en
705995010	0	309478005	Thrombus sample (specimen)	0	3	en
705997019	0	309479002	Artery sample (specimen)	0	3	en
705999016	0	309481000	Temporal artery sample (specimen)	0	3	en
706097010	0	119270007	Management procedure (procedure)	0	3	en
706279014	0	119287009	Biopsy of large intestine (procedure)	0	3	en
706314011	0	119290003	Biopsy of gastrointestinal tract (procedure)	0	3	en
706326018	1	119291004	Disease of upper gastrointestinal tract (disorder)	0	3	en
706337017	1	119292006	Disease of gastrointestinal tract (disorder)	0	3	en
706346011	0	309795001	Surgical access values (qualifier value)	0	3	en
706379011	0	309825002	Spatial and relational concepts (qualifier value)	0	3	en
706460014	0	309904001	Intensive care unit (environment)	0	3	en
706462018	0	309905000	Adult intensive care unit (environment)	0	3	en
706464017	0	309907008	Cardiac intensive care unit (environment)	0	3	en
706467012	0	309910001	Pediatric intensive care unit (environment)	0	3	en
706565019	0	309998007	Day ward (environment)	0	3	en
706737019	8	119330002	Bone specimen (specimen)	0	3	en
706948015	0	310390009	Hospital clinic (environment)	0	3	en
706980018	0	310422005	Prevention/screening invitation (procedure)	0	3	en
706986012	0	310427004	Hypertension monitoring invitation (procedure)	0	3	en
707060010	0	119365002	Specimen from wound (specimen)	0	3	en
707071011	0	119366001	Specimen from wound abscess (specimen)	0	3	en
707104018	0	310535003	Intra-abdominal genital structure (body structure)	0	3	en
707122015	0	119371008	Specimen from abscess (specimen)	0	3	en
707178019	0	119376003	Tissue specimen (specimen)	0	3	en
707189014	0	310611001	Cardiovascular measure (observable entity)	0	3	en
707232018	0	310651003	Bone structure of proximal femur (body structure)	0	3	en
707240012	0	119383005	Specimen from liver (specimen)	0	3	en
707262012	0	119389009	Specimen from throat (specimen)	0	3	en
707276013	1	310787001	Lung and mediastinal structures (body structure)	0	3	en
707474013	0	119415007	General finding of abdomen (finding)	0	3	en
708092014	1	311526004	Parasitic nematode (organism)	0	3	en
708368012	0	311774002	Colonoscopic polypectomy (procedure)	0	3	en
708404010	8	311805007	Systematic surgical approaches (qualifier value)	0	3	en
708594016	8	311975009	Drug or toxin (substance)	0	3	en
708617017	1	119523007	Disease of large intestine (disorder)	0	3	en
708654014	0	312029001	Digestive endoscope (physical object)	0	3	en
708655010	0	312030006	Urinary endoscope (physical object)	0	3	en
708693017	1	312064005	Hypoglycemic agent (substance)	0	3	en
708752016	0	312117008	Bacterial respiratory infection (disorder)	0	3	en
708754015	0	312119006	Bacterial lower respiratory infection (disorder)	0	3	en
708766014	0	312130009	Viral infection by site (disorder)	0	3	en
708769019	0	312133006	Viral respiratory infection (disorder)	0	3	en
708770018	0	312134000	Viral lower respiratory infection (disorder)	0	3	en
708873011	1	312225001	Musculoskeletal and connective tissue diseases (disorder)	0	3	en
708924018	0	312269008	Pituitary or adrenal hormone (substance)	0	3	en
708973010	0	312314007	Gastric acid (substance)	0	3	en
708997018	0	119567009	Structure of artery of head (body structure)	0	3	en
709002014	0	119568004	Structure of artery of neck (body structure)	0	3	en
709005011	0	312336005	Opening - action (qualifier value)	0	3	en
709011014	0	312342009	Infective pneumonia (disorder)	0	3	en
709085013	0	312412007	Substance categorized functionally (substance)	0	3	en
709086014	0	312413002	Substance categorized structurally (substance)	0	3	en
709087017	0	312414008	Chemical categorized functionally (substance)	0	3	en
709088010	0	312415009	Chemical categorized structurally (substance)	0	3	en
709093013	1	312419003	Respiratory and intrathoracic structures (body structure)	0	3	en
709118018	0	119580007	Trunk incision (procedure)	0	3	en
709129019	0	312453004	Asthma - currently active (finding)	0	3	en
709130012	0	312454005	Asthma - currently dormant (finding)	0	3	en
709146016	0	119583009	Trunk excision (procedure)	0	3	en
709181019	0	312505001	Perivesical tissue (body structure)	0	3	en
709212012	1	312533001	Mouth and pharynx structures (body structure)	0	3	en
709214013	1	312535008	Pharynx and larynx structures (body structure)	0	3	en
709239016	1	312557001	Multisystem disorder W-X (disorder)	0	3	en
709246013	1	312563005	Bone structure of rib, sternum and clavicle (body structure)	0	3	en
709247016	1	312564004	Bone and joint structure of limb (body structure)	0	3	en
709266016	0	312581008	Basal segment of left lung (body structure)	0	3	en
709269011	0	119595009	Trunk destructive procedure (procedure)	0	3	en
709380013	0	312683002	Joint structure of limb (body structure)	0	3	en
709388018	1	312690007	Joint and tendon synovial structure (body structure)	0	3	en
709402015	0	119608007	Pelvis incision (procedure)	0	3	en
709417016	0	312717002	Regional musculoskeletal structure (body structure)	0	3	en
709469014	0	312763008	Bone structure of trunk (body structure)	0	3	en
709528015	1	312816002	Joint structure of ankle and foot (body structure)	0	3	en
709567014	1	312850006	History of - Disorder (context-dependent category)	0	3	en
709568016	0	312851005	Screening for disorder (procedure)	0	3	en
710053014	0	313287004	Seizure related finding (finding)	0	3	en
711022017	0	314237003	Type of vessel (body structure)	0	3	en
711036010	0	314249002	Lung surface feature (body structure)	0	3	en
711037018	0	314250002	Lung surface (body structure)	0	3	en
711050017	0	314262003	Type of artery (body structure)	0	3	en
711086016	8	314295009	External carotid artery and its branches (body structure)	0	3	en
711088015	0	314297001	Branch of second part of maxillary artery (body structure)	0	3	en
711135011	8	314340000	Maxillary artery and its branches (body structure)	0	3	en
711199015	0	314398008	Tissue of urinary bladder (body structure)	0	3	en
711259013	0	314453003	Average diastolic blood pressure (observable entity)	0	3	en
711269019	0	314462001	Average 24 hour diastolic blood pressure (observable entity)	0	3	en
711330011	0	314518008	Joint prostheses and components (physical object)	0	3	en
711338016	0	314523008	Joint implant (physical object)	0	3	en
711339012	1	314524002	Region of bone (body structure)	0	3	en
711459010	0	314634000	Entire shaft of lower limb bone (body structure)	0	3	en
711630017	0	314790003	Entire apex of lung (body structure)	0	3	en
711631018	0	314791004	Entire base of lung (body structure)	0	3	en
712081012	1	315215002	Disorder excluded (context-dependent category)	0	3	en
712181014	0	315306007	Examination by method (procedure)	0	3	en
712524010	0	315614006	Coronary heart disease annual review (procedure)	0	3	en
712544016	0	119916001	Biliary tract excision (procedure)	0	3	en
712559010	1	315646006	[V]Factors influencing health status and contact with health services (context-dependent category)	1	3	en
712653019	1	315731006	[V]Potential health hazards related to personal history (PH) and family history (FH) (context-dependent category)	1	3	en
712749011	1	315817002	[V]Family history of certain chronic disabling diseases (context-dependent category)	1	3	en
712755018	1	315823007	[V]Family history of asthma (context-dependent category)	1	3	en
713542011	1	316535005	[V]Well persons examination, investigation and screening (context-dependent category)	1	3	en
713700012	1	316677002	[V]Screening for cardiovascular, respiratory and genitourinary diseases (context-dependent category)	1	3	en
713702016	1	316679004	[V]Screening for hypertension (context-dependent category)	1	3	en
713729014	1	316703008	[X]Additional health status and health service contact classification terms (context-dependent category)	1	3	en
713865010	1	316827002	[X]Persons with potential health hazards related to family and personal history and certain conditions influencing the health status (context-dependent category)	1	3	en
713874012	1	316835004	[X]Family history of asthma and other chronic lower respiratory diseases (context-dependent category)	1	3	en
714255018	0	1201005	Benign essential hypertension (disorder)	0	3	en
714872018	0	120230007	Joint of face (body structure)	0	3	en
715520012	1	320072000	Respiratory drugs (substance)	0	3	en
715852015	1	320672001	Nedocromil sodium [asthma] (substance)	0	3	en
716456016	0	321667001	Respiratory tract structure (body structure)	0	3	en
716709018	0	120573002	Extremity part (body structure)	0	3	en
716716017	0	120574008	Upper extremity part (body structure)	0	3	en
716727015	0	120575009	Lower extremity part (body structure)	0	3	en
716807010	1	322208004	Non-opioid analgesics (substance)	0	3	en
716906017	0	120609008	Destruction of lesion (procedure)	0	3	en
717790015	1	324116004	Aminoglycosides (substance)	0	3	en
718372016	1	325267004	Tolbutamide 500mg tablet (substance)	0	3	en
721776012	0	332709000	Entire long bone (body structure)	0	3	en
721959018	1	333117008	Minor skin infection preparations A-Z (substance)	0	3	en
722100011	0	333409009	Wound and ulcer preparations (physical object)	0	3	en
722112010	0	333453004	Dressings (physical object)	0	3	en
722559014	0	334251007	Appliance (physical object)	0	3	en
722588010	0	334377002	Simple joint structure (body structure)	0	3	en
722621010	0	334579000	Bilocular joint structure (body structure)	0	3	en
722680013	0	334886004	Synovial joint structure (body structure)	0	3	en
723591016	0	339947000	Man (person)	0	3	en
723715012	0	122461007	Evacuation procedure (procedure)	0	3	en
723716013	0	122462000	Drainage procedure (procedure)	0	3	en
723763010	0	122489005	Urinary system structure (body structure)	0	3	en
723887017	0	122580007	Cerumen specimen (specimen)	0	3	en
724023013	0	343011009	Duct (organ) structure (body structure)	0	3	en
724267015	0	122865005	Gastrointestinal tract structure (body structure)	0	3	en
724452016	0	123005000	Part of (attribute)	0	3	en
724464012	1	346325008	Antibacterial drugs (substance)	0	3	en
724529017	1	123014005	Pelvis excision (procedure)	0	3	en
724699017	0	123037004	Body structure (body structure)	0	3	en
724706010	1	346597008	Oral hypoglycemic (substance)	0	3	en
724710013	0	123038009	Specimen (specimen)	0	3	en
724767016	1	346674004	Sex hormone product (substance)	0	3	en
725501014	0	348591003	Non-absorbable suture (physical object)	0	3	en
725520011	0	348667003	Wound management dressings (physical object)	0	3	en
726088015	1	349967007	Cromoglycate and related antiallergenic (substance)	0	3	en
726114014	0	123397009	Injury of anatomical site (disorder)	0	3	en
726298015	1	350345004	Hormones, synthetic substitutes and antagonists (substance)	0	3	en
726600013	0	123631004	Diffuse acute inflammation (morphologic abnormality)	0	3	en
726605015	0	123636009	Silk suture, device (physical object)	0	3	en
726750013	0	123735002	Fracture with displacement (morphologic abnormality)	0	3	en
726753010	0	123737005	Fracture, closed, comminuted, with displacement (morphologic abnormality)	0	3	en
